body,title
"
Jonathan Busby, atleta arubense de 33 años, proporcionó la primera imagen dramática en los Mundiales de Doha al recorrer exhausto, ayudado por Braima Dabó, de Guinea-Bisau, después de arrastrarse sobre la pista en la última vuelta de la primera serie de 5.000 metros.
Busby, que llegaba a Doha sin marca en la distancia, igual que el hombre que lo esperó para conducirlo del brazo hasta la meta, terminó la prueba con un tiempo de 18:10.68 y su ayudante entró 27 centésimas después.
Pese a cruzar la meta cinco minutos después que el vencedor, el etíope Selemon Barega (13:24.69), los dos hicieron su récord personal, pues era la primera vez que corrían un 5.000. Busby aún tuvo arrestos de parar su cronómetro al rebasar la línea de meta.
Los rezagados restaron protagonismo a los corredores de elite con el súbito desfallecimiento de Busby en la recta contraria del estadio y el gesto humanitario de Dabó, que ya se ha hecho viral en las redes sociales.
 

What #IAAFDoha2019 has taught me, is that together we stand #visionupdates @newvisionwire pic.twitter.com/E1GdylqHti
 — Kitubi Martin  (@dyermarti1) September 27, 2019
  
",El humanitario acto de un atleta que ayudó a otro a terminar una competencia
